id,dateOfQuestion,checkInTime,checkOutTime,name,duration,status,user_id,dayOfQuestion
845,2022-12-03,2022-12-03 00:00:00+05:45,2022-12-03 00:00:00+05:45,Aanand Rimal,,Holiday,2,Saturday
846,2022-12-03,2022-12-03 00:00:00+05:45,2022-12-03 00:00:00+05:45,Rayal Khatri,,Holiday,1,Saturday
847,2022-12-10,2022-12-10 00:00:00+05:45,2022-12-10 00:00:00+05:45,Aanand Rimal,,Holiday,2,Saturday
848,2022-12-10,2022-12-10 00:00:00+05:45,2022-12-10 00:00:00+05:45,Rayal Khatri,,Holiday,1,Saturday
849,2022-12-17,2022-12-17 00:00:00+05:45,2022-12-17 00:00:00+05:45,Aanand Rimal,,Holiday,2,Saturday
850,2022-12-17,2022-12-17 00:00:00+05:45,2022-12-17 00:00:00+05:45,Rayal Khatri,,Holiday,1,Saturday
851,2022-12-24,2022-12-24 00:00:00+05:45,2022-12-24 00:00:00+05:45,Aanand Rimal,,Holiday,2,Saturday
852,2022-12-24,2022-12-24 00:00:00+05:45,2022-12-24 00:00:00+05:45,Rayal Khatri,,Holiday,1,Saturday
853,2022-12-31,2022-12-31 00:00:00+05:45,2022-12-31 00:00:00+05:45,Aanand Rimal,,Holiday,2,Saturday
854,2022-12-31,2022-12-31 00:00:00+05:45,2022-12-31 00:00:00+05:45,Rayal Khatri,,Holiday,1,Saturday
855,2022-11-05,2022-11-05 00:00:00+05:45,2022-11-05 00:00:00+05:45,Aanand Rimal,,Holiday,2,Saturday
856,2022-11-05,2022-11-05 00:00:00+05:45,2022-11-05 00:00:00+05:45,Rayal Khatri,,Holiday,1,Saturday
857,2022-11-12,2022-11-12 00:00:00+05:45,2022-11-12 00:00:00+05:45,Aanand Rimal,,Holiday,2,Saturday
858,2022-11-12,2022-11-12 00:00:00+05:45,2022-11-12 00:00:00+05:45,Rayal Khatri,,Holiday,1,Saturday
859,2022-11-19,2022-11-19 00:00:00+05:45,2022-11-19 00:00:00+05:45,Aanand Rimal,,Holiday,2,Saturday
860,2022-11-19,2022-11-19 00:00:00+05:45,2022-11-19 00:00:00+05:45,Rayal Khatri,,Holiday,1,Saturday
861,2022-11-26,2022-11-26 00:00:00+05:45,2022-11-26 00:00:00+05:45,Aanand Rimal,,Holiday,2,Saturday
862,2022-11-26,2022-11-26 00:00:00+05:45,2022-11-26 00:00:00+05:45,Rayal Khatri,,Holiday,1,Saturday
863,2022-11-01,2022-11-01 10:10:00+05:45,2022-11-01 18:13:00+05:45,Aanand Rimal,8.05,Present,2,Tuesday
864,2022-11-02,2022-11-02 10:11:00+05:45,2022-11-02 18:23:00+05:45,Aanand Rimal,8.2,Present,2,Wednesday
865,2022-11-03,2022-11-03 10:23:00+05:45,2022-11-03 18:16:00+05:45,Aanand Rimal,7.883333333333334,Present,2,Thursday
866,2022-11-04,2022-11-04 10:18:00+05:45,2022-11-04 18:03:00+05:45,Aanand Rimal,7.75,Present,2,Friday
867,2022-11-06,2022-11-06 10:21:00+05:45,2022-11-06 18:22:00+05:45,Aanand Rimal,8.016666666666667,Present,2,Sunday
868,2022-11-07,2022-11-07 10:22:00+05:45,2022-11-07 18:27:00+05:45,Aanand Rimal,8.083333333333334,Present,2,Monday
869,2022-11-08,2022-11-08 10:22:00+05:45,2022-11-08 18:18:00+05:45,Aanand Rimal,7.933333333333334,Present,2,Tuesday
870,2022-11-09,2022-11-09 10:22:00+05:45,2022-11-09 18:13:00+05:45,Aanand Rimal,7.85,Present,2,Wednesday
871,2022-11-10,2022-11-10 10:25:00+05:45,2022-11-10 18:18:00+05:45,Aanand Rimal,7.883333333333334,Present,2,Thursday
872,2022-11-11,2022-11-11 10:07:00+05:45,2022-11-11 18:24:00+05:45,Aanand Rimal,8.283333333333333,Present,2,Friday
873,2022-11-13,2022-11-13 10:05:00+05:45,2022-11-13 18:19:00+05:45,Aanand Rimal,8.233333333333333,Present,2,Sunday
874,2022-11-14,2022-11-14 10:08:00+05:45,2022-11-14 18:23:00+05:45,Aanand Rimal,8.25,Present,2,Monday
875,2022-11-15,2022-11-15 10:02:00+05:45,2022-11-15 18:12:00+05:45,Aanand Rimal,8.166666666666666,Present,2,Tuesday
876,2022-11-16,2022-11-16 10:12:00+05:45,2022-11-16 18:16:00+05:45,Aanand Rimal,8.066666666666666,Present,2,Wednesday
877,2022-11-17,2022-11-17 10:28:00+05:45,2022-11-17 18:22:00+05:45,Aanand Rimal,7.9,Present,2,Thursday
878,2022-11-18,2022-11-18 10:19:00+05:45,2022-11-18 18:15:00+05:45,Aanand Rimal,7.933333333333334,Present,2,Friday
879,2022-11-20,2022-11-20 10:22:00+05:45,2022-11-20 18:21:00+05:45,Aanand Rimal,7.983333333333333,Present,2,Sunday
880,2022-11-21,2022-11-21 10:03:00+05:45,2022-11-21 18:13:00+05:45,Aanand Rimal,8.166666666666666,Present,2,Monday
881,2022-11-22,2022-11-22 10:18:00+05:45,2022-11-22 18:20:00+05:45,Aanand Rimal,8.033333333333333,Present,2,Tuesday
882,2022-11-23,2022-11-23 10:13:00+05:45,2022-11-23 18:07:00+05:45,Aanand Rimal,7.9,Present,2,Wednesday
883,2022-11-24,2022-11-24 10:05:00+05:45,2022-11-24 18:15:00+05:45,Aanand Rimal,8.166666666666666,Present,2,Thursday
884,2022-11-25,2022-11-25 10:15:00+05:45,2022-11-25 18:13:00+05:45,Aanand Rimal,7.966666666666667,Present,2,Friday
885,2022-11-27,2022-11-27 10:09:00+05:45,2022-11-27 18:27:00+05:45,Aanand Rimal,8.3,Present,2,Sunday
886,2022-11-28,2022-11-28 10:03:00+05:45,2022-11-28 18:26:00+05:45,Aanand Rimal,8.383333333333333,Present,2,Monday
887,2022-11-29,2022-11-29 10:21:00+05:45,2022-11-29 18:00:00+05:45,Aanand Rimal,7.65,Present,2,Tuesday
888,2022-11-30,2022-11-30 10:01:00+05:45,2022-11-30 18:19:00+05:45,Aanand Rimal,8.3,Present,2,Wednesday
889,2022-11-01,2022-11-01 10:24:00+05:45,2022-11-01 18:01:00+05:45,Rayal Khatri,7.616666666666666,Present,1,Tuesday
890,2022-11-02,2022-11-02 10:00:00+05:45,2022-11-02 18:07:00+05:45,Rayal Khatri,8.116666666666667,Present,1,Wednesday
891,2022-11-03,2022-11-03 10:19:00+05:45,2022-11-03 18:18:00+05:45,Rayal Khatri,7.983333333333333,Present,1,Thursday
892,2022-11-04,2022-11-04 10:04:00+05:45,2022-11-04 18:00:00+05:45,Rayal Khatri,7.933333333333334,Present,1,Friday
893,2022-11-06,2022-11-06 10:02:00+05:45,2022-11-06 18:14:00+05:45,Rayal Khatri,8.2,Present,1,Sunday
894,2022-11-07,2022-11-07 10:11:00+05:45,2022-11-07 18:08:00+05:45,Rayal Khatri,7.95,Present,1,Monday
895,2022-11-08,2022-11-08 10:04:00+05:45,2022-11-08 18:26:00+05:45,Rayal Khatri,8.366666666666667,Present,1,Tuesday
896,2022-11-09,2022-11-09 10:22:00+05:45,2022-11-09 18:24:00+05:45,Rayal Khatri,8.033333333333333,Present,1,Wednesday
897,2022-11-10,2022-11-10 10:10:00+05:45,2022-11-10 18:20:00+05:45,Rayal Khatri,8.166666666666666,Present,1,Thursday
898,2022-11-11,2022-11-11 10:00:00+05:45,2022-11-11 18:28:00+05:45,Rayal Khatri,8.466666666666667,Present,1,Friday
899,2022-11-13,2022-11-13 10:19:00+05:45,2022-11-13 18:30:00+05:45,Rayal Khatri,8.183333333333334,Present,1,Sunday
900,2022-11-14,2022-11-14 10:27:00+05:45,2022-11-14 18:14:00+05:45,Rayal Khatri,7.783333333333333,Present,1,Monday
901,2022-11-15,2022-11-15 10:26:00+05:45,2022-11-15 18:22:00+05:45,Rayal Khatri,7.933333333333334,Present,1,Tuesday
902,2022-11-16,2022-11-16 10:30:00+05:45,2022-11-16 18:19:00+05:45,Rayal Khatri,7.816666666666666,Late,1,Wednesday
903,2022-11-17,2022-11-17 10:20:00+05:45,2022-11-17 18:15:00+05:45,Rayal Khatri,7.916666666666667,Present,1,Thursday
904,2022-11-18,2022-11-18 10:12:00+05:45,2022-11-18 18:24:00+05:45,Rayal Khatri,8.2,Present,1,Friday
905,2022-11-20,2022-11-20 10:03:00+05:45,2022-11-20 18:29:00+05:45,Rayal Khatri,8.433333333333334,Present,1,Sunday
906,2022-11-21,2022-11-21 10:16:00+05:45,2022-11-21 18:07:00+05:45,Rayal Khatri,7.85,Present,1,Monday
907,2022-11-22,2022-11-22 10:26:00+05:45,2022-11-22 18:03:00+05:45,Rayal Khatri,7.616666666666666,Present,1,Tuesday
908,2022-11-23,2022-11-23 10:12:00+05:45,2022-11-23 18:26:00+05:45,Rayal Khatri,8.233333333333333,Present,1,Wednesday
909,2022-11-24,2022-11-24 10:18:00+05:45,2022-11-24 18:09:00+05:45,Rayal Khatri,7.85,Present,1,Thursday
910,2022-11-25,2022-11-25 10:02:00+05:45,2022-11-25 18:28:00+05:45,Rayal Khatri,8.433333333333334,Present,1,Friday
911,2022-11-27,2022-11-27 10:30:00+05:45,2022-11-27 18:03:00+05:45,Rayal Khatri,7.55,Late,1,Sunday
912,2022-11-28,2022-11-28 10:28:00+05:45,2022-11-28 18:15:00+05:45,Rayal Khatri,7.783333333333333,Present,1,Monday
913,2022-11-29,2022-11-29 10:18:00+05:45,2022-11-29 18:09:00+05:45,Rayal Khatri,7.85,Present,1,Tuesday
914,2022-11-30,2022-11-30 10:24:00+05:45,2022-11-30 18:15:00+05:45,Rayal Khatri,7.85,Present,1,Wednesday
915,2022-12-01,2022-12-01 10:08:00+05:45,2022-12-01 18:00:00+05:45,Aanand Rimal,7.866666666666666,Present,2,Thursday
916,2022-12-02,2022-12-02 10:28:00+05:45,2022-12-02 18:01:00+05:45,Aanand Rimal,7.55,Present,2,Friday
917,2022-12-04,2022-12-04 10:09:00+05:45,2022-12-04 18:21:00+05:45,Aanand Rimal,8.2,Present,2,Sunday
918,2022-12-05,2022-12-05 10:22:00+05:45,2022-12-05 18:23:00+05:45,Aanand Rimal,8.016666666666667,Present,2,Monday
919,2022-12-06,2022-12-06 10:27:00+05:45,2022-12-06 18:08:00+05:45,Aanand Rimal,7.683333333333334,Present,2,Tuesday
920,2022-12-07,2022-12-07 10:06:00+05:45,2022-12-07 18:07:00+05:45,Aanand Rimal,8.016666666666667,Present,2,Wednesday
921,2022-12-08,2022-12-08 10:04:00+05:45,2022-12-08 18:24:00+05:45,Aanand Rimal,8.333333333333334,Present,2,Thursday
922,2022-12-09,2022-12-09 10:13:00+05:45,2022-12-09 18:30:00+05:45,Aanand Rimal,8.283333333333333,Present,2,Friday
923,2022-12-11,2022-12-11 10:03:00+05:45,2022-12-11 18:24:00+05:45,Aanand Rimal,8.35,Present,2,Sunday
924,2022-12-12,2022-12-12 10:04:00+05:45,2022-12-12 18:02:00+05:45,Aanand Rimal,7.966666666666667,Present,2,Monday
925,2022-12-13,2022-12-13 10:12:00+05:45,2022-12-13 18:07:00+05:45,Aanand Rimal,7.916666666666667,Present,2,Tuesday
926,2022-12-14,2022-12-14 10:17:00+05:45,2022-12-14 18:23:00+05:45,Aanand Rimal,8.1,Present,2,Wednesday
927,2022-12-15,2022-12-15 10:25:00+05:45,2022-12-15 18:21:00+05:45,Aanand Rimal,7.933333333333334,Present,2,Thursday
928,2022-12-16,2022-12-16 10:09:00+05:45,2022-12-16 18:24:00+05:45,Aanand Rimal,8.25,Present,2,Friday
929,2022-12-18,2022-12-18 10:29:00+05:45,2022-12-18 18:13:00+05:45,Aanand Rimal,7.733333333333333,Present,2,Sunday
930,2022-12-19,2022-12-19 10:04:00+05:45,2022-12-19 18:16:00+05:45,Aanand Rimal,8.2,Present,2,Monday
931,2022-12-20,2022-12-20 10:06:00+05:45,2022-12-20 18:17:00+05:45,Aanand Rimal,8.183333333333334,Present,2,Tuesday
932,2022-12-21,2022-12-21 10:22:00+05:45,2022-12-21 18:26:00+05:45,Aanand Rimal,8.066666666666666,Present,2,Wednesday
933,2022-12-22,2022-12-22 10:07:00+05:45,2022-12-22 18:22:00+05:45,Aanand Rimal,8.25,Present,2,Thursday
934,2022-12-23,2022-12-23 10:06:00+05:45,2022-12-23 18:07:00+05:45,Aanand Rimal,8.016666666666667,Present,2,Friday
935,2022-12-25,2022-12-25 10:15:00+05:45,2022-12-25 18:28:00+05:45,Aanand Rimal,8.216666666666667,Present,2,Sunday
936,2022-12-26,2022-12-26 10:03:00+05:45,2022-12-26 18:19:00+05:45,Aanand Rimal,8.266666666666667,Present,2,Monday
937,2022-12-27,2022-12-27 10:06:00+05:45,2022-12-27 18:07:00+05:45,Aanand Rimal,8.016666666666667,Present,2,Tuesday
938,2022-12-28,2022-12-28 10:19:00+05:45,2022-12-28 18:12:00+05:45,Aanand Rimal,7.883333333333334,Present,2,Wednesday
939,2022-12-29,2022-12-29 10:01:00+05:45,2022-12-29 18:22:00+05:45,Aanand Rimal,8.35,Present,2,Thursday
940,2022-12-30,2022-12-30 10:30:00+05:45,2022-12-30 18:06:00+05:45,Aanand Rimal,7.6,Late,2,Friday
941,2022-12-01,2022-12-01 10:18:00+05:45,2022-12-01 18:16:00+05:45,Rayal Khatri,7.966666666666667,Present,1,Thursday
942,2022-12-02,2022-12-02 10:20:00+05:45,2022-12-02 18:17:00+05:45,Rayal Khatri,7.95,Present,1,Friday
943,2022-12-04,2022-12-04 10:02:00+05:45,2022-12-04 18:08:00+05:45,Rayal Khatri,8.1,Present,1,Sunday
944,2022-12-05,2022-12-05 10:29:00+05:45,2022-12-05 18:12:00+05:45,Rayal Khatri,7.716666666666667,Present,1,Monday
945,2022-12-06,2022-12-06 10:11:00+05:45,2022-12-06 18:14:00+05:45,Rayal Khatri,8.05,Present,1,Tuesday
946,2022-12-07,2022-12-07 10:12:00+05:45,2022-12-07 18:14:00+05:45,Rayal Khatri,8.033333333333333,Present,1,Wednesday
947,2022-12-08,2022-12-08 10:30:00+05:45,2022-12-08 18:00:00+05:45,Rayal Khatri,7.5,Late,1,Thursday
948,2022-12-09,2022-12-09 10:12:00+05:45,2022-12-09 18:04:00+05:45,Rayal Khatri,7.866666666666666,Present,1,Friday
949,2022-12-11,2022-12-11 10:04:00+05:45,2022-12-11 18:21:00+05:45,Rayal Khatri,8.283333333333333,Present,1,Sunday
950,2022-12-12,2022-12-12 10:15:00+05:45,2022-12-12 18:28:00+05:45,Rayal Khatri,8.216666666666667,Present,1,Monday
951,2022-12-13,2022-12-13 10:01:00+05:45,2022-12-13 18:00:00+05:45,Rayal Khatri,7.983333333333333,Present,1,Tuesday
952,2022-12-14,2022-12-14 10:02:00+05:45,2022-12-14 18:19:00+05:45,Rayal Khatri,8.283333333333333,Present,1,Wednesday
953,2022-12-15,2022-12-15 10:30:00+05:45,2022-12-15 18:06:00+05:45,Rayal Khatri,7.6,Late,1,Thursday
954,2022-12-16,2022-12-16 10:22:00+05:45,2022-12-16 18:27:00+05:45,Rayal Khatri,8.083333333333334,Present,1,Friday
955,2022-12-18,2022-12-18 10:23:00+05:45,2022-12-18 18:09:00+05:45,Rayal Khatri,7.766666666666667,Present,1,Sunday
956,2022-12-19,2022-12-19 10:11:00+05:45,2022-12-19 18:27:00+05:45,Rayal Khatri,8.266666666666667,Present,1,Monday
957,2022-12-20,2022-12-20 10:07:00+05:45,2022-12-20 18:21:00+05:45,Rayal Khatri,8.233333333333333,Present,1,Tuesday
958,2022-12-21,2022-12-21 10:08:00+05:45,2022-12-21 18:29:00+05:45,Rayal Khatri,8.35,Present,1,Wednesday
959,2022-12-22,2022-12-22 10:12:00+05:45,2022-12-22 18:27:00+05:45,Rayal Khatri,8.25,Present,1,Thursday
960,2022-12-23,2022-12-23 10:09:00+05:45,2022-12-23 18:01:00+05:45,Rayal Khatri,7.866666666666666,Present,1,Friday
961,2022-12-25,2022-12-25 10:14:00+05:45,2022-12-25 18:23:00+05:45,Rayal Khatri,8.15,Present,1,Sunday
962,2022-12-26,2022-12-26 10:17:00+05:45,2022-12-26 18:08:00+05:45,Rayal Khatri,7.85,Present,1,Monday
963,2022-12-27,2022-12-27 10:02:00+05:45,2022-12-27 18:30:00+05:45,Rayal Khatri,8.466666666666667,Present,1,Tuesday
964,2022-12-28,2022-12-28 10:03:00+05:45,2022-12-28 18:12:00+05:45,Rayal Khatri,8.15,Present,1,Wednesday
965,2022-12-29,2022-12-29 10:20:00+05:45,2022-12-29 18:03:00+05:45,Rayal Khatri,7.716666666666667,Present,1,Thursday
966,2022-12-30,2022-12-30 10:09:00+05:45,2022-12-30 18:10:00+05:45,Rayal Khatri,8.016666666666667,Present,1,Friday
967,2023-01-01,2023-01-01 10:19:00+05:45,2023-01-01 18:28:00+05:45,Aanand Rimal,8.15,Present,2,Sunday
968,2023-01-02,2023-01-02 10:24:00+05:45,2023-01-02 18:18:00+05:45,Aanand Rimal,7.9,Present,2,Monday
969,2023-01-03,2023-01-03 10:27:00+05:45,2023-01-03 18:25:00+05:45,Aanand Rimal,7.966666666666667,Present,2,Tuesday
970,2023-01-04,2023-01-04 10:05:00+05:45,2023-01-04 18:12:00+05:45,Aanand Rimal,8.116666666666667,Present,2,Wednesday
971,2023-01-05,2023-01-05 10:28:00+05:45,2023-01-05 18:12:00+05:45,Aanand Rimal,7.733333333333333,Present,2,Thursday
972,2023-01-06,2023-01-06 10:17:00+05:45,2023-01-06 18:13:00+05:45,Aanand Rimal,7.933333333333334,Present,2,Friday
973,2023-01-08,2023-01-08 10:01:00+05:45,2023-01-08 18:22:00+05:45,Aanand Rimal,8.35,Present,2,Sunday
974,2023-01-09,2023-01-09 10:00:00+05:45,2023-01-09 18:23:00+05:45,Aanand Rimal,8.383333333333333,Present,2,Monday
975,2023-01-10,2023-01-10 10:15:00+05:45,2023-01-10 18:26:00+05:45,Aanand Rimal,8.183333333333334,Present,2,Tuesday
976,2023-01-11,2023-01-11 10:19:00+05:45,2023-01-11 18:01:00+05:45,Aanand Rimal,7.7,Present,2,Wednesday
977,2023-01-12,2023-01-12 10:15:00+05:45,2023-01-12 18:18:00+05:45,Aanand Rimal,8.05,Present,2,Thursday
978,2023-01-13,2023-01-13 10:25:00+05:45,2023-01-13 18:15:00+05:45,Aanand Rimal,7.833333333333333,Present,2,Friday
979,2023-01-15,2023-01-15 10:10:00+05:45,2023-01-15 18:19:00+05:45,Aanand Rimal,8.15,Present,2,Sunday
980,2023-01-16,2023-01-16 10:23:00+05:45,2023-01-16 18:17:00+05:45,Aanand Rimal,7.9,Present,2,Monday
981,2023-01-17,2023-01-17 10:02:00+05:45,2023-01-17 18:22:00+05:45,Aanand Rimal,8.333333333333334,Present,2,Tuesday
982,2023-01-18,2023-01-18 10:03:00+05:45,2023-01-18 18:25:00+05:45,Aanand Rimal,8.366666666666667,Present,2,Wednesday
983,2023-01-19,2023-01-19 10:16:00+05:45,2023-01-19 18:01:00+05:45,Aanand Rimal,7.75,Present,2,Thursday
984,2023-01-20,2023-01-20 10:13:00+05:45,2023-01-20 18:17:00+05:45,Aanand Rimal,8.066666666666666,Present,2,Friday
985,2023-01-22,2023-01-22 10:00:00+05:45,2023-01-22 18:14:00+05:45,Aanand Rimal,8.233333333333333,Present,2,Sunday
986,2023-01-23,2023-01-23 10:23:00+05:45,2023-01-23 18:07:00+05:45,Aanand Rimal,7.733333333333333,Present,2,Monday
987,2023-01-24,2023-01-24 10:18:00+05:45,2023-01-24 18:28:00+05:45,Aanand Rimal,8.166666666666666,Present,2,Tuesday
988,2023-01-25,2023-01-25 10:17:00+05:45,2023-01-25 18:16:00+05:45,Aanand Rimal,7.983333333333333,Present,2,Wednesday
989,2023-01-26,2023-01-26 10:05:00+05:45,2023-01-26 18:17:00+05:45,Aanand Rimal,8.2,Present,2,Thursday
990,2023-01-27,2023-01-27 10:23:00+05:45,2023-01-27 18:00:00+05:45,Aanand Rimal,7.616666666666666,Present,2,Friday
991,2023-01-29,2023-01-29 10:01:00+05:45,2023-01-29 18:02:00+05:45,Aanand Rimal,8.016666666666667,Present,2,Sunday
992,2023-01-30,2023-01-30 10:05:00+05:45,2023-01-30 18:10:00+05:45,Aanand Rimal,8.083333333333334,Present,2,Monday
993,2023-01-31,2023-01-31 10:02:00+05:45,2023-01-31 18:19:00+05:45,Aanand Rimal,8.283333333333333,Present,2,Tuesday
994,2023-01-01,2023-01-01 10:19:00+05:45,2023-01-01 18:03:00+05:45,Rayal Khatri,7.733333333333333,Present,1,Sunday
995,2023-01-02,2023-01-02 10:24:00+05:45,2023-01-02 18:06:00+05:45,Rayal Khatri,7.7,Present,1,Monday
996,2023-01-03,2023-01-03 10:12:00+05:45,2023-01-03 18:14:00+05:45,Rayal Khatri,8.033333333333333,Present,1,Tuesday
997,2023-01-04,2023-01-04 10:06:00+05:45,2023-01-04 18:02:00+05:45,Rayal Khatri,7.933333333333334,Present,1,Wednesday
998,2023-01-05,2023-01-05 10:22:00+05:45,2023-01-05 18:17:00+05:45,Rayal Khatri,7.916666666666667,Present,1,Thursday
999,2023-01-06,2023-01-06 10:22:00+05:45,2023-01-06 18:17:00+05:45,Rayal Khatri,7.916666666666667,Present,1,Friday
1000,2023-01-08,2023-01-08 10:04:00+05:45,2023-01-08 18:30:00+05:45,Rayal Khatri,8.433333333333334,Present,1,Sunday
1001,2023-01-09,2023-01-09 10:21:00+05:45,2023-01-09 18:17:00+05:45,Rayal Khatri,7.933333333333334,Present,1,Monday
1002,2023-01-10,2023-01-10 10:20:00+05:45,2023-01-10 18:29:00+05:45,Rayal Khatri,8.15,Present,1,Tuesday
1003,2023-01-11,2023-01-11 10:02:00+05:45,2023-01-11 18:10:00+05:45,Rayal Khatri,8.133333333333333,Present,1,Wednesday
1004,2023-01-12,2023-01-12 10:29:00+05:45,2023-01-12 18:08:00+05:45,Rayal Khatri,7.65,Present,1,Thursday
1005,2023-01-13,2023-01-13 10:20:00+05:45,2023-01-13 18:01:00+05:45,Rayal Khatri,7.683333333333334,Present,1,Friday
1006,2023-01-15,2023-01-15 10:03:00+05:45,2023-01-15 18:18:00+05:45,Rayal Khatri,8.25,Present,1,Sunday
1007,2023-01-16,2023-01-16 10:25:00+05:45,2023-01-16 18:04:00+05:45,Rayal Khatri,7.65,Present,1,Monday
1008,2023-01-17,2023-01-17 10:15:00+05:45,2023-01-17 18:22:00+05:45,Rayal Khatri,8.116666666666667,Present,1,Tuesday
1009,2023-01-18,2023-01-18 10:24:00+05:45,2023-01-18 18:16:00+05:45,Rayal Khatri,7.866666666666666,Present,1,Wednesday
1010,2023-01-19,2023-01-19 10:01:00+05:45,2023-01-19 18:30:00+05:45,Rayal Khatri,8.483333333333333,Present,1,Thursday
1011,2023-01-20,2023-01-20 10:06:00+05:45,2023-01-20 18:14:00+05:45,Rayal Khatri,8.133333333333333,Present,1,Friday
1012,2023-01-22,2023-01-22 10:20:00+05:45,2023-01-22 18:28:00+05:45,Rayal Khatri,8.133333333333333,Present,1,Sunday
1013,2023-01-23,2023-01-23 10:00:00+05:45,2023-01-23 18:08:00+05:45,Rayal Khatri,8.133333333333333,Present,1,Monday
1014,2023-01-24,2023-01-24 10:03:00+05:45,2023-01-24 18:15:00+05:45,Rayal Khatri,8.2,Present,1,Tuesday
1015,2023-01-25,2023-01-25 10:21:00+05:45,2023-01-25 18:01:00+05:45,Rayal Khatri,7.666666666666667,Present,1,Wednesday
